,index,territory,category_id,Position,playlist_uri,playlist_name_x,owner_id,count_appearance,listeners,country_owner,playlist_owner,same_as_country,local,mean_listeners_cat_terr,popular,score
1611,1680,UY,pop,1,spotify:user:spotify:playlist:37i9dQZF1DX6ec78YGWIGS,Pop Argentina,spotify,6,95600.0,AR,spotify,0,1,260153.86486486485,0,1
1725,1794,UY,pop,19,spotify:user:spotify:playlist:37i9dQZF1DX8oh7peUXg5S,Cantautores,spotify,18,16101.0,ES,spotify,0,1,260153.86486486485,0,1
1802,1871,UY,pop,7,spotify:user:spotify:playlist:37i9dQZF1DX92MLsP3K1fI,Pop Up,spotify,28,308458.0,MX,spotify,0,0,260153.86486486485,1,1
1888,1957,UY,pop,31,spotify:user:spotify:playlist:37i9dQZF1DXaZ4GSyC3htn,This is: Bandana,spotify,2,,,,0,1,260153.86486486485,0,1
1994,2063,UY,pop,5,spotify:user:spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,spotify,90,5122672.0,US,spotify,0,0,260153.86486486485,1,1
15522,15591,UY,mood,13,spotify:user:spotify:playlist:37i9dQZF1DX8CTD7HWYPDn,Canta en la Ducha,spotify,17,206984.0,MX,spotify,0,1,89237.32467532468,1,2
15597,15666,UY,mood,12,spotify:user:spotify:playlist:37i9dQZF1DX9Dh2wgiAwVX,Hits Alegres,spotify,17,254054.0,ES,spotify,0,1,89237.32467532468,1,2
11908,11977,UY,mood,39,spotify:user:spotify:playlist:37i9dQZF1DWSkMjlBZAZ07,Happy Folk,spotify,113,91941.0,US,spotify,0,0,89237.32467532468,1,1
12405,12474,UY,mood,7,spotify:user:spotify:playlist:37i9dQZF1DWVhcOv4ieuap,Despierta y Sonríe,spotify,30,113297.0,MX,spotify,0,0,89237.32467532468,1,1
12640,12709,UY,mood,11,spotify:user:spotify:playlist:37i9dQZF1DWWMOmoXKqHTD,Songs to Sing in the Car,spotify,110,1461873.0,US,spotify,0,0,89237.32467532468,1,1
12886,12955,UY,mood,20,spotify:user:spotify:playlist:37i9dQZF1DWX83CujKHHOn,Alone Again,spotify,53,106490.0,BR,spotify,0,0,89237.32467532468,1,1
12947,13016,UY,mood,16,spotify:user:spotify:playlist:37i9dQZF1DWXmlLSKkfdAk,Acoustic Covers,spotify,103,295884.0,US,spotify,0,0,89237.32467532468,1,1
12985,13054,UY,mood,4,spotify:user:spotify:playlist:37i9dQZF1DWY6EXEYiMtLu,Videoteca,spotify,7,7220.0,AR,spotify,0,1,89237.32467532468,0,1
13063,13132,UY,mood,32,spotify:user:spotify:playlist:37i9dQZF1DWYBO1MoTDhZI,Good Vibes,spotify,54,172570.0,US,spotify,0,0,89237.32467532468,1,1
13712,13781,UY,mood,26,spotify:user:spotify:playlist:37i9dQZF1DX1tyCD9QhIWF,Walk Like A Badass,spotify,58,233440.0,US,spotify,0,0,89237.32467532468,1,1
14399,14468,UY,mood,30,spotify:user:spotify:playlist:37i9dQZF1DX3rxVfibe1L0,Mood Booster,spotify,58,429931.0,US,spotify,0,0,89237.32467532468,1,1
14668,14737,UY,mood,21,spotify:user:spotify:playlist:37i9dQZF1DX4fpCWaHOned,Confidence Boost,spotify,53,366535.0,US,spotify,0,0,89237.32467532468,1,1
15045,15114,UY,mood,29,spotify:user:spotify:playlist:37i9dQZF1DX6z20IXmBjWI,Infinite Acoustic,spotify,110,94589.0,US,spotify,0,0,89237.32467532468,1,1
15132,15201,UY,mood,27,spotify:user:spotify:playlist:37i9dQZF1DX6ziVCJnEm59,Your Favorite Coffeehouse,spotify,165,220059.0,US,spotify,0,0,89237.32467532468,1,1
15454,15523,UY,mood,19,spotify:user:spotify:playlist:37i9dQZF1DX843Qf4lrFtZ,"Young, Wild & Free",spotify,54,144322.0,DE,spotify,0,0,89237.32467532468,1,1
15575,15644,UY,mood,9,spotify:user:spotify:playlist:37i9dQZF1DX9CCxc3fffni,Las Canciones Más Bonitas Del Mundo,spotify,24,100960.0,MX,spotify,0,0,89237.32467532468,1,1
15671,15740,UY,mood,31,spotify:user:spotify:playlist:37i9dQZF1DX9XIFQuFvzM4,Feelin' Good,spotify,57,114255.0,US,spotify,0,0,89237.32467532468,1,1
15734,15803,UY,mood,17,spotify:user:spotify:playlist:37i9dQZF1DX9c9fpd0lxJ5,Madrugando,spotify,17,9495.0,PE,spotify,0,1,89237.32467532468,0,1
16330,16399,UY,mood,15,spotify:user:spotify:playlist:37i9dQZF1DXdPec7aLTmlC,Happy Hits!,spotify,51,784501.0,US,spotify,0,0,89237.32467532468,1,1
16480,16549,UY,mood,28,spotify:user:spotify:playlist:37i9dQZF1DXdsy92d7BLpC,Weekend Hangouts,spotify,55,177401.0,US,spotify,0,0,89237.32467532468,1,1
32177,32246,UY,metal,1,spotify:user:spotify:playlist:37i9dQZF1DWTcqUzwhNmKv,Kickass Metal,spotify,58,100944.0,US,spotify,0,0,23424.04,1,1
32260,32329,UY,metal,4,spotify:user:spotify:playlist:37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,spotify,81,51450.0,US,spotify,0,0,23424.04,1,1
32283,32352,UY,metal,2,spotify:user:spotify:playlist:37i9dQZF1DWWOaP4H0w5b0,Metal Essentials,spotify,58,40616.0,US,spotify,0,0,23424.04,1,1
32657,32726,UY,metal,10,spotify:user:spotify:playlist:37i9dQZF1DWZdFtcHGe8ED,Thrash Metal - Big 4 & Friends,spotify,58,26843.0,US,spotify,0,0,23424.04,1,1
32831,32900,UY,metal,6,spotify:user:spotify:playlist:37i9dQZF1DX1kydukZhLms,Metal Ballads,spotify,58,30907.0,US,spotify,0,0,23424.04,1,1
32908,32977,UY,metal,5,spotify:user:spotify:playlist:37i9dQZF1DX2LTcinqsO68,Old School Metal,spotify,58,88041.0,US,spotify,0,0,23424.04,1,1
33149,33218,UY,metal,3,spotify:user:spotify:playlist:37i9dQZF1DX5J7FIl4q56G,New Metal Tracks,spotify,58,23792.0,US,spotify,0,0,23424.04,1,1
33483,33552,UY,metal,7,spotify:user:spotify:playlist:37i9dQZF1DXcfZ6moR6J0G,Nu Metal Generation,spotify,58,48744.0,US,spotify,0,0,23424.04,1,1
33680,33749,UY,metal,9,spotify:user:spotify:playlist:37i9dQZF1DXe6bgV3TmZOL,Adrenaline Workout,spotify,116,87627.0,US,spotify,0,0,23424.04,1,1
10470,10539,UY,kpop,5,spotify:user:spotify:playlist:37i9dQZF1DX08mhnhv6g9b,This Is BTS,spotify,35,49005.0,US,spotify,0,0,10679.59090909091,1,1
10538,10607,UY,kpop,15,spotify:user:spotify:playlist:37i9dQZF1DX14fiWYoe7Oh,Essential K-Pop,spotify,50,12086.0,US,spotify,0,0,10679.59090909091,1,1
10889,10958,UY,kpop,10,spotify:user:spotify:playlist:37i9dQZF1DX4FcAKI5Nhzq,K-Pop Rising,spotify,50,29568.0,US,spotify,0,0,10679.59090909091,1,1
11430,11499,UY,kpop,2,spotify:user:spotify:playlist:37i9dQZF1DX9tPFwDMOaN1,K-Pop Daebak,spotify,55,87120.0,US,spotify,0,0,10679.59090909091,1,1
11512,11581,UY,kpop,7,spotify:user:spotify:playlist:37i9dQZF1DXbirtHQBuwCo,Sexiest K-Grooves,spotify,52,16083.0,US,spotify,0,0,10679.59090909091,1,1
8921,8990,UY,jazz,6,spotify:user:spotify:playlist:37i9dQZF1DWTR4ZOXTfd9K,Jazz Classics Blue Note Edition,spotify,58,41315.0,US,spotify,0,0,34321.40909090909,1,1
8972,9041,UY,jazz,8,spotify:user:spotify:playlist:37i9dQZF1DWTbzY5gOVvKd,Jazzy Romance,spotify,116,38839.0,US,spotify,0,0,34321.40909090909,1,1
8995,9064,UY,jazz,17,spotify:user:spotify:playlist:37i9dQZF1DWU5TxeYcalut,Jazz Brasileiro,spotify,18,9023.0,BR,spotify,0,1,34321.40909090909,0,1
9026,9095,UY,jazz,3,spotify:user:spotify:playlist:37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,spotify,62,186729.0,US,spotify,0,0,34321.40909090909,1,1
9102,9171,UY,jazz,15,spotify:user:spotify:playlist:37i9dQZF1DWVzZlRWgqAGH,Butter,spotify,56,40159.0,US,spotify,0,0,34321.40909090909,1,1
9531,9600,UY,jazz,21,spotify:user:spotify:playlist:37i9dQZF1DX4XB02OQnXCG,De Manhattan con Amor,spotify,17,574.0,ES,spotify,0,1,34321.40909090909,0,1
9570,9639,UY,jazz,4,spotify:user:spotify:playlist:37i9dQZF1DX4wta20PHgwo,Late Night Jazz,spotify,58,82168.0,US,spotify,0,0,34321.40909090909,1,1
9767,9836,UY,jazz,1,spotify:user:spotify:playlist:37i9dQZF1DX5dJFQ9iAw5v,Jazz Argentino,spotify,3,,,,0,1,34321.40909090909,0,1
9970,10039,UY,jazz,19,spotify:user:spotify:playlist:37i9dQZF1DX7YCknf2jT6s,State of Jazz,spotify,58,111149.0,US,spotify,0,0,34321.40909090909,1,1
10124,10193,UY,jazz,2,spotify:user:spotify:playlist:37i9dQZF1DXbITWG1ZJKYt,Jazz Classics,spotify,58,140184.0,US,spotify,0,0,34321.40909090909,1,1
77814,77828,UY,inspirational,14,spotify:user:spotify:playlist:37i9dQZF1DWTCUA3XxvLdT,This Is Funky,spotify,18,,,,0,1,24520.0,0,1
78067,78081,UY,inspirational,21,spotify:user:spotify:playlist:37i9dQZF1DWUileP28ODwg,Top Christian Contemporary,spotify,30,67142.0,US,spotify,0,0,24520.0,1,1
78089,78103,UY,inspirational,1,spotify:user:spotify:playlist:37i9dQZF1DWUjxqgjSiQ9K,Amanecer con Dios,spotify,18,3356.0,MX,spotify,0,1,24520.0,0,1
78160,78174,UY,inspirational,26,spotify:user:spotify:playlist:37i9dQZF1DWVYgpMbMPJMz,WorshipNow,spotify,47,142631.0,US,spotify,0,0,24520.0,1,1
78234,78248,UY,inspirational,19,spotify:user:spotify:playlist:37i9dQZF1DWVlWpJblBvap,Songs of Glory,spotify,58,42074.0,US,spotify,0,0,24520.0,1,1
78293,78307,UY,inspirational,30,spotify:user:spotify:playlist:37i9dQZF1DWVtgG63SDdt8,New Music Friday Christian,spotify,56,64503.0,US,spotify,0,0,24520.0,1,1
78481,78495,UY,inspirational,4,spotify:user:spotify:playlist:37i9dQZF1DWYX3rlS3y968,La Religión del Pop,spotify,16,5494.0,MX,spotify,0,1,24520.0,0,1
78504,78518,UY,inspirational,11,spotify:user:spotify:playlist:37i9dQZF1DWYcaB2B11tq2,Creo En Ti,spotify,18,2357.0,US,spotify,0,1,24520.0,0,1
78567,78581,UY,inspirational,6,spotify:user:spotify:playlist:37i9dQZF1DWYiqIzBXatoE,This is: Alex Zurdo,spotify,3,,,,0,1,24520.0,0,1
78571,78585,UY,inspirational,5,spotify:user:spotify:playlist:37i9dQZF1DWYmJf1mC0KX1,Coros Misa Católica,spotify,17,,,,0,1,24520.0,0,1
78595,78609,UY,inspirational,9,spotify:user:spotify:playlist:37i9dQZF1DWZ1FUX6sM67g,Amor Verdadero,spotify,18,6207.0,MX,spotify,0,1,24520.0,0,1
78657,78671,UY,inspirational,23,spotify:user:spotify:playlist:37i9dQZF1DWZ4eoHSGpAXu,Worship Wednesdays,spotify,58,63117.0,US,spotify,0,0,24520.0,1,1
78784,78798,UY,inspirational,8,spotify:user:spotify:playlist:37i9dQZF1DWZJD2RGRKDMJ,This Is: Alex Campos,spotify,18,848.0,MX,spotify,0,1,24520.0,0,1
78859,78873,UY,inspirational,7,spotify:user:spotify:playlist:37i9dQZF1DWZpToryjXk1l,This Is: Marcos Witt,spotify,4,,,,0,1,24520.0,0,1
79231,79245,UY,inspirational,2,spotify:user:spotify:playlist:37i9dQZF1DX16xyFvvdaW6,Lo   del Rock Cristiano,spotify,17,,,,0,1,24520.0,0,1
79281,79295,UY,inspirational,25,spotify:user:spotify:playlist:37i9dQZF1DX1N44frXH0cz,This Is En Espíritu Y En Verdad,spotify,19,,,,0,1,24520.0,0,1
79542,79556,UY,inspirational,43,spotify:user:spotify:playlist:37i9dQZF1DX5SzTPIoCKiv,Christian Mix,spotify,58,96874.0,US,spotify,0,0,24520.0,1,1
79664,79678,UY,inspirational,20,spotify:user:spotify:playlist:37i9dQZF1DX6pfMKFi6Q6O,This Is Su Presencia,spotify,19,,,,0,1,24520.0,0,1
79770,79784,UY,inspirational,13,spotify:user:spotify:playlist:37i9dQZF1DX7OIddoQVdRt,Spread the Gospel,spotify,116,28564.0,US,spotify,0,0,24520.0,1,1
80153,80167,UY,inspirational,3,spotify:user:spotify:playlist:37i9dQZF1DXbK4SCc53BQf,Inspiración Tropical,spotify,18,644.0,US,spotify,0,1,24520.0,0,1
80437,80451,UY,inspirational,17,spotify:user:spotify:playlist:37i9dQZF1DXcb6CQIjdqKy,Top Christian,spotify,57,318997.0,US,spotify,0,0,24520.0,1,1
80587,80601,UY,inspirational,18,spotify:user:spotify:playlist:37i9dQZF1DXdrxKdrXE2Vk,Best of Live Worship,spotify,58,85301.0,US,spotify,0,0,24520.0,1,1
74630,74644,UY,indie_alt,41,spotify:user:spotify:playlist:37i9dQZF1DWSOvcBNdfJ87,This Is: Javiera Mena,spotify,16,,,,0,1,33832.15789473684,0,1
74673,74687,UY,indie_alt,8,spotify:user:spotify:playlist:37i9dQZF1DWSXAHZTiX76o,Fiesta Indie,spotify,31,63114.0,MX,spotify,0,0,33832.15789473684,1,1
74835,74849,UY,indie_alt,10,spotify:user:spotify:playlist:37i9dQZF1DWTSKFpOdYF1r,Alternative 80s,spotify,115,42702.0,US,spotify,0,0,33832.15789473684,1,1
74949,74963,UY,indie_alt,1,spotify:user:spotify:playlist:37i9dQZF1DWV8ttjhONFA1,Indie Argentina,spotify,15,,,,0,1,33832.15789473684,0,1
75073,75087,UY,indie_alt,18,spotify:user:spotify:playlist:37i9dQZF1DWWEcRhUVtL8n,Indie Pop,spotify,58,65328.0,US,spotify,0,0,33832.15789473684,1,1
75107,75121,UY,indie_alt,37,spotify:user:spotify:playlist:37i9dQZF1DWWJuCm8ITvsn,momento. alternativo.,spotify,17,1587.0,ES,spotify,0,1,33832.15789473684,0,1
75186,75200,UY,indie_alt,35,spotify:user:spotify:playlist:37i9dQZF1DWXMg4uP5o3dm,Alternative Beats,spotify,115,99336.0,US,spotify,0,0,33832.15789473684,1,1
75261,75275,UY,indie_alt,14,spotify:user:spotify:playlist:37i9dQZF1DWZ0Zsena4JFh,Indielandia,spotify,17,17788.0,MX,spotify,0,1,33832.15789473684,0,1
75284,75298,UY,indie_alt,24,spotify:user:spotify:playlist:37i9dQZF1DWZi7MSnECo7D,Indie Brazuca,spotify,19,,,,0,1,33832.15789473684,0,1
75387,75401,UY,indie_alt,11,spotify:user:spotify:playlist:37i9dQZF1DX0YKekzl0blG,Alternative 00s,spotify,115,58410.0,US,spotify,0,0,33832.15789473684,1,1
75547,75561,UY,indie_alt,20,spotify:user:spotify:playlist:37i9dQZF1DX2Nc3B70tvx0,Ultimate Indie,spotify,58,271626.0,US,spotify,0,0,33832.15789473684,1,1
75661,75675,UY,indie_alt,6,spotify:user:spotify:playlist:37i9dQZF1DX2xhsrO0GW1M,Indiespensables,spotify,17,28746.0,MX,spotify,0,1,33832.15789473684,0,1
75896,75910,UY,indie_alt,27,spotify:user:spotify:playlist:37i9dQZF1DX6JdAKMqGwZ5,Radar Indie,spotify,17,11706.0,ES,spotify,0,1,33832.15789473684,0,1
76101,76115,UY,indie_alt,31,spotify:user:spotify:playlist:37i9dQZF1DX873GaRGUmPl,Alternative 10s,spotify,115,43506.0,US,spotify,0,0,33832.15789473684,1,1
76118,76132,UY,indie_alt,5,spotify:user:spotify:playlist:37i9dQZF1DX8RvHJklfhit,Esenciales Indie,spotify,17,8862.0,MX,spotify,0,1,33832.15789473684,0,1
76365,76379,UY,indie_alt,7,spotify:user:spotify:playlist:37i9dQZF1DXaLI8a395lse,Alternative 90s,spotify,115,174690.0,US,spotify,0,0,33832.15789473684,1,1
76538,76552,UY,indie_alt,33,spotify:user:spotify:playlist:37i9dQZF1DXapHi7gXtXo2,Radio Indie,spotify,16,494.0,AR,spotify,0,1,33832.15789473684,0,1
76724,76738,UY,indie_alt,17,spotify:user:spotify:playlist:37i9dQZF1DXdHPp93Fnfds,Chicas Indie,spotify,17,4126.0,MX,spotify,0,1,33832.15789473684,0,1
76806,76820,UY,indie_alt,12,spotify:user:spotify:playlist:37i9dQZF1DXdTCdwCKzXwo,Early Alternative,spotify,115,49057.0,US,spotify,0,0,33832.15789473684,1,1
76880,76894,UY,indie_alt,23,spotify:user:spotify:playlist:37i9dQZF1DXdbXrPNafg9d,All New Indie,spotify,59,87257.0,US,spotify,0,0,33832.15789473684,1,1
62740,62754,UY,holidays,13,spotify:user:spotify:playlist:37i9dQZF1DWTLMr3lGl932,Night Before Christmas,spotify,11,486.0,CA,spotify,0,1,134066.93548387097,0,1
62904,62918,UY,holidays,1,spotify:user:spotify:playlist:37i9dQZF1DWWvHBEQLnV1N,Christmas is Coming,spotify,58,530545.0,GB,spotify,0,0,134066.93548387097,1,1
63226,63240,UY,holidays,6,spotify:user:spotify:playlist:37i9dQZF1DX0A8zVl7p82B,Christmas Pop,spotify,58,945162.0,US,spotify,0,0,134066.93548387097,1,1
63626,63640,UY,holidays,12,spotify:user:spotify:playlist:37i9dQZF1DX3Xgp6iJAFjW,Navidad Con Sabor,spotify,18,641.0,US,spotify,0,1,134066.93548387097,0,1
63646,63660,UY,holidays,29,spotify:user:spotify:playlist:37i9dQZF1DX3pWFPexWTga,Navidad Fum Fum Fum,spotify,17,,,,0,1,134066.93548387097,0,1
63751,63765,UY,holidays,11,spotify:user:spotify:playlist:37i9dQZF1DX4bpoWO7sjH5,Navidad Cristiana,spotify,18,592.0,US,spotify,0,1,134066.93548387097,0,1
63885,63899,UY,holidays,5,spotify:user:spotify:playlist:37i9dQZF1DX6R7QUWePReA,Christmas Classics,spotify,55,1939256.0,US,spotify,0,0,134066.93548387097,1,1
63989,64003,UY,holidays,9,spotify:user:spotify:playlist:37i9dQZF1DX7z40FtYutwO,Navidad Instrumental,spotify,18,1972.0,MX,spotify,0,1,134066.93548387097,0,1
64395,64409,UY,holidays,10,spotify:user:spotify:playlist:37i9dQZF1DXbtzUSf5MaKA,Festivo Alternativo,spotify,18,328.0,US,spotify,0,1,134066.93548387097,0,1
48130,48144,UY,hiphop,37,spotify:user:spotify:playlist:37i9dQZF1DWWeNHMmuwvWp,This Is Charles Ans,spotify,16,,,,0,1,275031.57575757575,0,1
48200,48214,UY,hiphop,10,spotify:user:spotify:playlist:37i9dQZF1DWXCGnD7W6WDX,Trapeo,spotify,18,110123.0,ES,spotify,0,1,275031.57575757575,0,1
48264,48278,UY,hiphop,13,spotify:user:spotify:playlist:37i9dQZF1DWY4xHQp97fN6,Get Turnt,spotify,55,2494123.0,US,spotify,0,0,275031.57575757575,1,1
48450,48464,UY,hiphop,3,spotify:user:spotify:playlist:37i9dQZF1DX0XUsuxWHRQd,RapCaviar,spotify,88,3139847.0,US,spotify,0,0,275031.57575757575,1,1
48527,48541,UY,hiphop,11,spotify:user:spotify:playlist:37i9dQZF1DX186v583rmzp,I Love My '90s Hip-Hop,spotify,58,1030601.0,US,spotify,0,0,275031.57575757575,1,1
48572,48586,UY,hiphop,14,spotify:user:spotify:playlist:37i9dQZF1DX1tMvq0y1F80,This Is Cartel de Santa,spotify,16,,,,0,1,275031.57575757575,0,1
48655,48669,UY,hiphop,4,spotify:user:spotify:playlist:37i9dQZF1DX2RxBh64BHjQ,Most Necessary,spotify,58,967888.0,US,spotify,0,0,275031.57575757575,1,1
48811,48825,UY,hiphop,1,spotify:user:spotify:playlist:37i9dQZF1DX2v4h8QERQPb,Hip Hop Argento,spotify,16,,,,0,1,275031.57575757575,0,1
49558,49572,UY,hiphop,9,spotify:user:spotify:playlist:37i9dQZF1DXcd2Vmhfon1w,Flow Español,spotify,17,15470.0,ES,spotify,0,1,275031.57575757575,0,1
49568,49582,UY,hiphop,7,spotify:user:spotify:playlist:37i9dQZF1DXctZGldNPWLR,Anochecer Urbano,spotify,18,1427.0,CL,spotify,0,1,275031.57575757575,0,1
49711,49725,UY,hiphop,2,spotify:user:spotify:playlist:37i9dQZF1DXdxFkXW4j8RX,Rap Chileno,spotify,11,66304.0,CL,spotify,0,1,275031.57575757575,0,1
45985,45999,UY,gaming,9,spotify:user:spotify:playlist:37i9dQZF1DWT5MrZnPU1zD,Hip Hop Controller,spotify,28,508324.0,US,spotify,0,0,64058.055555555555,1,1
46029,46043,UY,gaming,5,spotify:user:spotify:playlist:37i9dQZF1DWTyiBJ6yEqeu,Top Gaming Tracks,spotify,58,172311.0,US,spotify,0,0,64058.055555555555,1,1
47038,47052,UY,gaming,1,spotify:user:spotify:playlist:37i9dQZF1DX6taq20FeuKj,Power Gaming,spotify,50,316612.0,US,spotify,0,0,64058.055555555555,1,1
7938,8007,UY,funk,8,spotify:user:spotify:playlist:37i9dQZF1DWWvhKV4FBciw,Funk & Soul Classics,spotify,102,59952.0,GB,spotify,0,0,16717.25,1,1
8222,8291,UY,funk,9,spotify:user:spotify:playlist:37i9dQZF1DX1MUPbVKMgJE,Disco Forever,spotify,57,70870.0,US,spotify,0,0,16717.25,1,1
8247,8316,UY,funk,14,spotify:user:spotify:playlist:37i9dQZF1DX1RiaoenusUk,Nota Funk,spotify,10,937.0,AR,spotify,0,1,16717.25,0,1
8268,8337,UY,funk,2,spotify:user:spotify:playlist:37i9dQZF1DX23YPJntYMnh,Funk Rock,spotify,108,23998.0,US,spotify,0,0,16717.25,1,1
8484,8553,UY,funk,10,spotify:user:spotify:playlist:37i9dQZF1DX6drTZKzZwSo,Funky Jams,spotify,58,45067.0,US,spotify,0,0,16717.25,1,1
8551,8620,UY,funk,4,spotify:user:spotify:playlist:37i9dQZF1DX70TzPK5buVf,Funk Outta Here,spotify,168,46722.0,US,spotify,0,0,16717.25,1,1
8680,8749,UY,funk,16,spotify:user:spotify:playlist:37i9dQZF1DXaJN8jVBUEiZ,Boogie Nights,spotify,114,16987.0,DE,spotify,0,0,16717.25,1,1
29031,29100,UY,focus,10,spotify:user:spotify:playlist:37i9dQZF1DX0MqBmOXvo6b,Concentración Perfecta,spotify,17,48796.0,MX,spotify,0,1,48373.34482758621,1,2
29575,29644,UY,focus,3,spotify:user:spotify:playlist:37i9dQZF1DX62RIcEOaBWi,En el Trabajo,spotify,17,115345.0,ES,spotify,0,1,48373.34482758621,1,2
28460,28529,UY,focus,24,spotify:user:spotify:playlist:37i9dQZF1DWVTkoPB1rnwz,Quiet Hours,spotify,18,,,,0,1,48373.34482758621,0,1
28482,28551,UY,focus,22,spotify:user:spotify:playlist:37i9dQZF1DWVWHSJE18CIw,Trabajo: Ritmos Dance,spotify,17,9543.0,MX,spotify,0,1,48373.34482758621,0,1
28720,28789,UY,focus,12,spotify:user:spotify:playlist:37i9dQZF1DWXLeA8Omikj7,Brain Food,spotify,114,92710.0,US,spotify,0,0,48373.34482758621,1,1
28962,29031,UY,focus,8,spotify:user:spotify:playlist:37i9dQZF1DWZeKCadgRdKQ,Deep Focus,spotify,58,70119.0,US,spotify,0,0,48373.34482758621,1,1
29060,29129,UY,focus,4,spotify:user:spotify:playlist:37i9dQZF1DX0jgyAiPl8Af,Peaceful Guitar,spotify,58,73969.0,US,spotify,0,0,48373.34482758621,1,1
29300,29369,UY,focus,13,spotify:user:spotify:playlist:37i9dQZF1DX3qCx5yEZkcJ,Mellow Beats,spotify,114,115520.0,US,spotify,0,0,48373.34482758621,1,1
29476,29545,UY,focus,5,spotify:user:spotify:playlist:37i9dQZF1DX4sWSpwq3LiO,Peaceful Piano,spotify,116,445133.0,US,spotify,0,0,48373.34482758621,1,1
29707,29776,UY,focus,11,spotify:user:spotify:playlist:37i9dQZF1DX8NTLI2TtZa6,Intense Studying,spotify,55,88945.0,US,spotify,0,0,48373.34482758621,1,1
29858,29927,UY,focus,6,spotify:user:spotify:playlist:37i9dQZF1DXa8Xx03D65RT,Piano de Fondo,spotify,34,74457.0,MX,spotify,0,0,48373.34482758621,1,1
44888,44957,UY,family,3,spotify:user:spotify:playlist:37i9dQZF1DWVs8I62NcHks,This Is Disney,spotify,58,332995.0,US,spotify,0,0,34566.8125,1,1
45100,45114,UY,family,7,spotify:user:spotify:playlist:37i9dQZF1DWWi0hHcPHnic,This Is: Kidz Bop Kids,spotify,43,53899.0,US,spotify,0,0,34566.8125,1,1
45284,45298,UY,family,1,spotify:user:spotify:playlist:37i9dQZF1DWZhxU4AiByxO,Pop 4 Kids,spotify,58,63844.0,US,spotify,0,0,34566.8125,1,1
45896,45910,UY,family,2,spotify:user:spotify:playlist:37i9dQZF1DXbADqT0j1Cxt,Lullaby Baby,spotify,51,38661.0,US,spotify,0,0,34566.8125,1,1
72252,72266,UY,edm_dance,5,spotify:user:spotify:playlist:37i9dQZF1DX07RJCJCOYpi,mint Latin,spotify,17,53507.0,MX,spotify,0,1,45884.45238095238,1,2
74584,74598,UY,edm_dance,7,spotify:user:spotify:playlist:37i9dQZF1DXd14ByHZraz1,mint Brasil,spotify,17,107304.0,BR,spotify,0,1,45884.45238095238,1,2
72040,72054,UY,edm_dance,4,spotify:user:spotify:playlist:37i9dQZF1DWWzc8XPy0ntN,Electro Sur,spotify,17,10741.0,MX,spotify,0,1,45884.45238095238,0,1
72349,72363,UY,edm_dance,3,spotify:user:spotify:playlist:37i9dQZF1DX0BcQWzuB7ZO,Dance Rewind,spotify,55,113263.0,US,spotify,0,0,45884.45238095238,1,1
72412,72426,UY,edm_dance,43,spotify:user:spotify:playlist:37i9dQZF1DX0fkZcsYkRj0,Dimensión Paralela,spotify,17,1313.0,MX,spotify,0,1,45884.45238095238,0,1
72469,72483,UY,edm_dance,31,spotify:user:spotify:playlist:37i9dQZF1DX0hvSv9Rf41p,Bass Arcade,spotify,116,61799.0,US,spotify,0,0,45884.45238095238,1,1
73156,73170,UY,edm_dance,1,spotify:user:spotify:playlist:37i9dQZF1DX4dyzvuaRJ0n,mint,spotify,93,330434.0,US,spotify,0,0,45884.45238095238,1,1
73705,73719,UY,edm_dance,8,spotify:user:spotify:playlist:37i9dQZF1DX6VdMW310YC7,Chill Tracks,spotify,114,327562.0,US,spotify,0,0,45884.45238095238,1,1
74142,74156,UY,edm_dance,28,spotify:user:spotify:playlist:37i9dQZF1DX8tZsk68tuDw,Dance Rising,spotify,58,109727.0,US,spotify,0,0,45884.45238095238,1,1
74364,74378,UY,edm_dance,12,spotify:user:spotify:playlist:37i9dQZF1DXa8NOEUWPn9W,Housewerk,spotify,58,99041.0,US,spotify,0,0,45884.45238095238,1,1
74442,74456,UY,edm_dance,14,spotify:user:spotify:playlist:37i9dQZF1DXaXB8fQg7xif,Dance Party,spotify,112,223982.0,US,spotify,0,0,45884.45238095238,1,1
74521,74535,UY,edm_dance,2,spotify:user:spotify:playlist:37i9dQZF1DXcZDD7cfEKhW,Dance Pop,spotify,55,129011.0,US,spotify,0,0,45884.45238095238,1,1
74606,74620,UY,edm_dance,15,spotify:user:spotify:playlist:37i9dQZF1DXdMS2nFQ7EO0,Verano Ibiza,spotify,17,9663.0,MX,spotify,0,1,45884.45238095238,0,1
44517,44586,UY,dinner,5,spotify:user:spotify:playlist:37i9dQZF1DXa0xldXwsLda,Hora de la Comida,spotify,16,25387.0,MX,spotify,0,1,13737.05,1,2
43818,43887,UY,dinner,8,spotify:user:spotify:playlist:37i9dQZF1DWTALrdBtcXjw,Jazzy Dinner,spotify,58,30380.0,US,spotify,0,0,13737.05,1,1
43889,43958,UY,dinner,2,spotify:user:spotify:playlist:37i9dQZF1DWTSkZ0cxkrLT,Té Para Tres,spotify,45,25365.0,AR,spotify,0,0,13737.05,1,1
