,user_dma_number,user_dma_name,user_postal_code,user_count,user_%
10660,560,Raleigh-Durham (Fayetvlle),504,4,6.944645790945676e-05
18753,659,Nashville,983,4,6.944645790945676e-05
20611,737,Mankato,123,4,6.944645790945676e-05
26875,862,Sacramnto-Stkton-Modesto,880,4,6.944645790945676e-05
13534,602,Chicago,985,4,6.944645790945676e-05
7480,534,Orlando-Daytona Bch-Melbrn,074,4,6.944645790945676e-05
23268,800,Bakersfield,951,4,6.944645790945676e-05
3441,511,"Washington, DC (Hagrstwn)",558,4,6.944645790945676e-05
13032,602,Chicago,237,4,6.944645790945676e-05
23251,800,Bakersfield,914,4,6.944645790945676e-05
13021,602,Chicago,223,4,6.944645790945676e-05
1937,506,Boston (Manchester),184,4,6.944645790945676e-05
1934,506,Boston (Manchester),179,4,6.944645790945676e-05
3337,511,"Washington, DC (Hagrstwn)",365,4,6.944645790945676e-05
2507,508,Pittsburgh,372,4,6.944645790945676e-05
23298,801,Eugene,554,4,6.944645790945676e-05
900,502,Binghamton,134,4,6.944645790945676e-05
15134,618,Houston,305,4,6.944645790945676e-05
28278,Unknown,,408,4,6.944645790945676e-05
26876,862,Sacramnto-Stkton-Modesto,890,4,6.944645790945676e-05
3347,511,"Washington, DC (Hagrstwn)",378,4,6.944645790945676e-05
10887,561,Jacksonville,750,4,6.944645790945676e-05
18889,669,Madison,526,4,6.944645790945676e-05
15127,618,Houston,295,4,6.944645790945676e-05
4476,517,Charlotte,298,4,6.944645790945676e-05
246,501,New York,093,4,6.944645790945676e-05
1942,506,Boston (Manchester),193,4,6.944645790945676e-05
498,501,New York,385,4,6.944645790945676e-05
20920,744,Honolulu,915,4,6.944645790945676e-05
10668,560,Raleigh-Durham (Fayetvlle),571,4,6.944645790945676e-05
23301,801,Eugene,700,4,6.944645790945676e-05
10897,561,Jacksonville,802,4,6.944645790945676e-05
20927,744,Honolulu,925,4,6.944645790945676e-05
20807,744,Honolulu,328,4,6.944645790945676e-05
5049,521,Providence-New Bedford,605,4,6.944645790945676e-05
10936,563,Grand Rapids-Kalmzoo-B.Crk,165,4,6.944645790945676e-05
3511,511,"Washington, DC (Hagrstwn)",741,4,6.944645790945676e-05
3329,511,"Washington, DC (Hagrstwn)",357,4,6.944645790945676e-05
3019,510,Cleveland-Akron (Canton),997,4,6.944645790945676e-05
23460,803,Los Angeles,097,4,6.944645790945676e-05
10988,563,Grand Rapids-Kalmzoo-B.Crk,506,4,6.944645790945676e-05
15050,618,Houston,114,4,6.944645790945676e-05
7436,533,Hartford & New Haven,949,4,6.944645790945676e-05
251,501,New York,098,4,6.944645790945676e-05
23174,790,Albuquerque-Santa Fe,855,4,6.944645790945676e-05
10611,560,Raleigh-Durham (Fayetvlle),325,4,6.944645790945676e-05
6065,527,Indianapolis,208,4,6.944645790945676e-05
12979,602,Chicago,161,4,6.944645790945676e-05
2046,506,Boston (Manchester),432,4,6.944645790945676e-05
733,501,New York,794,4,6.944645790945676e-05
15045,618,Houston,108,4,6.944645790945676e-05
10598,560,Raleigh-Durham (Fayetvlle),301,4,6.944645790945676e-05
5438,524,Atlanta,186,4,6.944645790945676e-05
12976,602,Chicago,153,4,6.944645790945676e-05
3011,510,Cleveland-Akron (Canton),980,4,6.944645790945676e-05
3010,510,Cleveland-Akron (Canton),975,4,6.944645790945676e-05
10585,560,Raleigh-Durham (Fayetvlle),288,4,6.944645790945676e-05
18745,659,Nashville,957,4,6.944645790945676e-05
691,501,New York,724,4,6.944645790945676e-05
23222,790,Albuquerque-Santa Fe,972,4,6.944645790945676e-05
20727,744,Honolulu,035,4,6.944645790945676e-05
26180,828,Monterey-Salinas,291,4,6.944645790945676e-05
1933,506,Boston (Manchester),178,4,6.944645790945676e-05
15079,618,Houston,180,4,6.944645790945676e-05
2039,506,Boston (Manchester),391,4,6.944645790945676e-05
26370,839,Las Vegas,457,4,6.944645790945676e-05
10634,560,Raleigh-Durham (Fayetvlle),376,4,6.944645790945676e-05
13002,602,Chicago,199,4,6.944645790945676e-05
4518,517,Charlotte,354,4,6.944645790945676e-05
13392,602,Chicago,757,4,6.944645790945676e-05
15058,618,Houston,125,4,6.944645790945676e-05
13273,602,Chicago,580,4,6.944645790945676e-05
18749,659,Nashville,968,4,6.944645790945676e-05
10965,563,Grand Rapids-Kalmzoo-B.Crk,463,4,6.944645790945676e-05
15066,618,Houston,144,4,6.944645790945676e-05
2044,506,Boston (Manchester),405,4,6.944645790945676e-05
7706,534,Orlando-Daytona Bch-Melbrn,541,4,6.944645790945676e-05
10974,563,Grand Rapids-Kalmzoo-B.Crk,486,4,6.944645790945676e-05
13388,602,Chicago,751,4,6.944645790945676e-05
5989,526,Utica,127,4,6.944645790945676e-05
4514,517,Charlotte,349,4,6.944645790945676e-05
7405,533,Hartford & New Haven,808,4,6.944645790945676e-05
20872,744,Honolulu,762,4,6.944645790945676e-05
3465,511,"Washington, DC (Hagrstwn)",610,4,6.944645790945676e-05
13457,602,Chicago,881,4,6.944645790945676e-05
18830,669,Madison,088,4,6.944645790945676e-05
6014,526,Utica,481,4,6.944645790945676e-05
3479,511,"Washington, DC (Hagrstwn)",641,4,6.944645790945676e-05
18788,661,San Angelo,917,4,6.944645790945676e-05
13166,602,Chicago,453,4,6.944645790945676e-05
15261,618,Houston,630,4,6.944645790945676e-05
27668,GB-LND,,980,4,6.944645790945676e-05
18828,669,Madison,071,4,6.944645790945676e-05
10799,561,Jacksonville,224,4,6.944645790945676e-05
6772,529,Louisville,785,4,6.944645790945676e-05
20873,744,Honolulu,769,4,6.944645790945676e-05
27999,Unknown,,043,4,6.944645790945676e-05
13153,602,Chicago,436,4,6.944645790945676e-05
3488,511,"Washington, DC (Hagrstwn)",666,4,6.944645790945676e-05
18783,661,San Angelo,794,4,6.944645790945676e-05
27661,GB-LND,,840,4,6.944645790945676e-05
13455,602,Chicago,875,4,6.944645790945676e-05
18791,662,Abilene-Sweetwater,090,4,6.944645790945676e-05
15190,618,Houston,403,4,6.944645790945676e-05
26432,839,Las Vegas,784,4,6.944645790945676e-05
3470,511,"Washington, DC (Hagrstwn)",617,4,6.944645790945676e-05
1975,506,Boston (Manchester),240,4,6.944645790945676e-05
15237,618,Houston,550,4,6.944645790945676e-05
15236,618,Houston,543,4,6.944645790945676e-05
13448,602,Chicago,855,4,6.944645790945676e-05
7460,534,Orlando-Daytona Bch-Melbrn,023,4,6.944645790945676e-05
15231,618,Houston,531,4,6.944645790945676e-05
10754,560,Raleigh-Durham (Fayetvlle),997,4,6.944645790945676e-05
10757,561,Jacksonville,006,4,6.944645790945676e-05
18819,669,Madison,034,4,6.944645790945676e-05
20855,744,Honolulu,660,4,6.944645790945676e-05
5058,521,Providence-New Bedford,785,4,6.944645790945676e-05
20664,743,Anchorage,377,4,6.944645790945676e-05
6023,526,Utica,912,4,6.944645790945676e-05
1972,506,Boston (Manchester),235,4,6.944645790945676e-05
15254,618,Houston,611,4,6.944645790945676e-05
20857,744,Honolulu,672,4,6.944645790945676e-05
23446,803,Los Angeles,082,4,6.944645790945676e-05
18846,669,Madison,223,4,6.944645790945676e-05
10812,561,Jacksonville,286,4,6.944645790945676e-05
23334,801,Eugene,967,4,6.944645790945676e-05
26592,855,Santabarbra-Sanmar-Sanluob,750,4,6.944645790945676e-05
3452,511,"Washington, DC (Hagrstwn)",594,4,6.944645790945676e-05
23356,802,Eureka,152,4,6.944645790945676e-05
15156,618,Houston,338,4,6.944645790945676e-05
26597,855,Santabarbra-Sanmar-Sanluob,802,4,6.944645790945676e-05
13215,602,Chicago,504,4,6.944645790945676e-05
27654,GB-LND,,554,4,6.944645790945676e-05
10697,560,Raleigh-Durham (Fayetvlle),796,4,6.944645790945676e-05
15286,618,Houston,713,4,6.944645790945676e-05
5053,521,Providence-New Bedford,686,4,6.944645790945676e-05
20701,743,Anchorage,963,4,6.944645790945676e-05
20438,722,Lincoln & Hastings-Krny,815,4,6.944645790945676e-05
13490,602,Chicago,933,4,6.944645790945676e-05
26411,839,Las Vegas,660,4,6.944645790945676e-05
7207,533,Hartford & New Haven,033,4,6.944645790945676e-05
7744,534,Orlando-Daytona Bch-Melbrn,731,4,6.944645790945676e-05
26381,839,Las Vegas,532,4,6.944645790945676e-05
15144,618,Houston,325,4,6.944645790945676e-05
3498,511,"Washington, DC (Hagrstwn)",707,4,6.944645790945676e-05
4437,517,Charlotte,237,4,6.944645790945676e-05
23361,802,Eureka,770,4,6.944645790945676e-05
13148,602,Chicago,427,4,6.944645790945676e-05
20878,744,Honolulu,778,4,6.944645790945676e-05
10814,561,Jacksonville,295,4,6.944645790945676e-05
686,501,New York,719,4,6.944645790945676e-05
13473,602,Chicago,914,4,6.944645790945676e-05
18858,669,Madison,328,4,6.944645790945676e-05
13146,602,Chicago,424,4,6.944645790945676e-05
13434,602,Chicago,824,4,6.944645790945676e-05
2017,506,Boston (Manchester),335,4,6.944645790945676e-05
28040,Unknown,,094,4,6.944645790945676e-05
10840,561,Jacksonville,339,4,6.944645790945676e-05
15162,618,Houston,349,4,6.944645790945676e-05
26937,862,Sacramnto-Stkton-Modesto,963,4,6.944645790945676e-05
20697,743,Anchorage,933,4,6.944645790945676e-05
20887,744,Honolulu,801,4,6.944645790945676e-05
13481,602,Chicago,922,4,6.944645790945676e-05
23367,802,Eureka,926,4,6.944645790945676e-05
18780,661,San Angelo,790,4,6.944645790945676e-05
10707,560,Raleigh-Durham (Fayetvlle),852,4,6.944645790945676e-05
10860,561,Jacksonville,410,4,6.944645790945676e-05
13583,604,Columbia-Jefferson City,538,4,6.944645790945676e-05
4206,515,Cincinnati,413,4,6.944645790945676e-05
3830,512,Baltimore,441,4,6.944645790945676e-05
5425,524,Atlanta,165,4,6.944645790945676e-05
23031,789,Tucson (Sierra Vista),806,4,6.944645790945676e-05
23029,789,Tucson (Sierra Vista),804,4,6.944645790945676e-05
3845,512,Baltimore,503,4,6.944645790945676e-05
587,501,New York,528,4,6.944645790945676e-05
6116,527,Indianapolis,406,4,6.944645790945676e-05
3776,512,Baltimore,236,4,6.944645790945676e-05
5126,522,"Columbus, GA (Opelika, AL)",324,4,6.944645790945676e-05
20748,744,Honolulu,101,4,6.944645790945676e-05
11092,564,Charleston-Huntington,430,4,6.944645790945676e-05
21042,747,Juneau,985,4,6.944645790945676e-05
19044,670,Ft. Smith-Fay-Sprngdl-Rgrs,787,4,6.944645790945676e-05
4111,514,Buffalo,841,4,6.944645790945676e-05
4502,517,Charlotte,329,4,6.944645790945676e-05
26863,862,Sacramnto-Stkton-Modesto,844,4,6.944645790945676e-05
10451,559,Bluefield-Beckley-Oak Hill,283,4,6.944645790945676e-05
10450,559,Bluefield-Beckley-Oak Hill,259,4,6.944645790945676e-05
27574,GB-ELS,,,4,6.944645790945676e-05
20763,744,Honolulu,152,4,6.944645790945676e-05
13606,604,Columbia-Jefferson City,735,4,6.944645790945676e-05
10494,560,Raleigh-Durham (Fayetvlle),104,4,6.944645790945676e-05
23060,789,Tucson (Sierra Vista),928,4,6.944645790945676e-05
21025,746,Biloxi-Gulfport,859,4,6.944645790945676e-05
14983,617,Milwaukee,945,4,6.944645790945676e-05
23056,789,Tucson (Sierra Vista),919,4,6.944645790945676e-05
15384,618,Houston,882,4,6.944645790945676e-05
26456,839,Las Vegas,846,4,6.944645790945676e-05
18706,659,Nashville,787,4,6.944645790945676e-05
14977,617,Milwaukee,920,4,6.944645790945676e-05
11085,564,Charleston-Huntington,412,4,6.944645790945676e-05
3002,510,Cleveland-Akron (Canton),949,4,6.944645790945676e-05
26864,862,Sacramnto-Stkton-Modesto,846,4,6.944645790945676e-05
2339,507,Savannah,762,4,6.944645790945676e-05
1855,506,Boston (Manchester),075,4,6.944645790945676e-05
6108,527,Indianapolis,378,4,6.944645790945676e-05
23152,790,Albuquerque-Santa Fe,800,4,6.944645790945676e-05
19013,670,Ft. Smith-Fay-Sprngdl-Rgrs,708,4,6.944645790945676e-05
19060,671,Tulsa,040,4,6.944645790945676e-05
10447,559,Bluefield-Beckley-Oak Hill,249,4,6.944645790945676e-05
2312,507,Savannah,310,4,6.944645790945676e-05
26551,839,Las Vegas,989,4,6.944645790945676e-05
26203,828,Monterey-Salinas,736,4,6.944645790945676e-05
5132,522,"Columbus, GA (Opelika, AL)",339,4,6.944645790945676e-05
19090,671,Tulsa,492,4,6.944645790945676e-05
5017,521,Providence-New Bedford,240,4,6.944645790945676e-05
10423,557,Knoxville,996,4,6.944645790945676e-05
11150,566,Harrisburg-Incstr-Leb-York,112,4,6.944645790945676e-05
26349,839,Las Vegas,336,4,6.944645790945676e-05
11153,566,Harrisburg-Incstr-Leb-York,117,4,6.944645790945676e-05
11117,564,Charleston-Huntington,666,4,6.944645790945676e-05
21074,751,Denver,030,4,6.944645790945676e-05
22955,773,Grand Junction-Montrose,840,4,6.944645790945676e-05
19092,671,Tulsa,522,4,6.944645790945676e-05
5650,524,Atlanta,450,4,6.944645790945676e-05
11160,566,Harrisburg-Incstr-Leb-York,155,4,6.944645790945676e-05
11161,566,Harrisburg-Incstr-Leb-York,157,4,6.944645790945676e-05
21093,751,Denver,076,4,6.944645790945676e-05
22973,789,Tucson (Sierra Vista),080,4,6.944645790945676e-05
13344,602,Chicago,664,4,6.944645790945676e-05
11136,566,Harrisburg-Incstr-Leb-York,021,4,6.944645790945676e-05
10436,559,Bluefield-Beckley-Oak Hill,080,4,6.944645790945676e-05
21053,749,Laredo,782,4,6.944645790945676e-05
19070,671,Tulsa,208,4,6.944645790945676e-05
23000,789,Tucson (Sierra Vista),336,4,6.944645790945676e-05
5639,524,Atlanta,427,4,6.944645790945676e-05
12890,602,Chicago,027,4,6.944645790945676e-05
26872,862,Sacramnto-Stkton-Modesto,870,4,6.944645790945676e-05
15417,618,Houston,934,4,6.944645790945676e-05
26560,855,Santabarbra-Sanmar-Sanluob,065,4,6.944645790945676e-05
26559,855,Santabarbra-Sanmar-Sanluob,029,4,6.944645790945676e-05
26199,828,Monterey-Salinas,601,4,6.944645790945676e-05
22985,789,Tucson (Sierra Vista),263,4,6.944645790945676e-05
20469,724,Fargo-Valley City,550,4,6.944645790945676e-05
23680,803,Los Angeles,378,4,6.944645790945676e-05
6126,527,Indianapolis,441,4,6.944645790945676e-05
3773,512,Baltimore,233,4,6.944645790945676e-05
11066,564,Charleston-Huntington,258,4,6.944645790945676e-05
14975,617,Milwaukee,917,4,6.944645790945676e-05
27583,GB-GLG,,926,4,6.944645790945676e-05
23073,789,Tucson (Sierra Vista),981,4,6.944645790945676e-05
11025,563,Grand Rapids-Kalmzoo-B.Crk,941,4,6.944645790945676e-05
21024,746,Biloxi-Gulfport,853,4,6.944645790945676e-05
20735,744,Honolulu,071,4,6.944645790945676e-05
20776,744,Honolulu,212,4,6.944645790945676e-05
27985,Unknown,,026,4,6.944645790945676e-05
27618,GB-LCE,,852,4,6.944645790945676e-05
18719,659,Nashville,857,4,6.944645790945676e-05
13376,602,Chicago,726,4,6.944645790945676e-05
3781,512,Baltimore,253,4,6.944645790945676e-05
23129,790,Albuquerque-Santa Fe,685,4,6.944645790945676e-05
21003,746,Biloxi-Gulfport,322,4,6.944645790945676e-05
12950,602,Chicago,116,4,6.944645790945676e-05
3532,511,"Washington, DC (Hagrstwn)",783,4,6.944645790945676e-05
3420,511,"Washington, DC (Hagrstwn)",497,4,6.944645790945676e-05
21009,746,Biloxi-Gulfport,394,4,6.944645790945676e-05
26575,855,Santabarbra-Sanmar-Sanluob,223,4,6.944645790945676e-05
18964,669,Madison,937,4,6.944645790945676e-05
23119,790,Albuquerque-Santa Fe,483,4,6.944645790945676e-05
10557,560,Raleigh-Durham (Fayetvlle),236,4,6.944645790945676e-05
5624,524,Atlanta,409,4,6.944645790945676e-05
13591,604,Columbia-Jefferson City,640,4,6.944645790945676e-05
5115,522,"Columbus, GA (Opelika, AL)",304,4,6.944645790945676e-05
18726,659,Nashville,917,4,6.944645790945676e-05
3417,511,"Washington, DC (Hagrstwn)",493,4,6.944645790945676e-05
15017,618,Houston,063,4,6.944645790945676e-05
27627,GB-LEC,,900,4,6.944645790945676e-05
10551,560,Raleigh-Durham (Fayetvlle),230,4,6.944645790945676e-05
26570,855,Santabarbra-Sanmar-Sanluob,190,4,6.944645790945676e-05
10509,560,Raleigh-Durham (Fayetvlle),142,4,6.944645790945676e-05
11023,563,Grand Rapids-Kalmzoo-B.Crk,926,4,6.944645790945676e-05
23149,790,Albuquerque-Santa Fe,797,4,6.944645790945676e-05
3402,511,"Washington, DC (Hagrstwn)",475,4,6.944645790945676e-05
5110,522,"Columbus, GA (Opelika, AL)",296,4,6.944645790945676e-05
13605,604,Columbia-Jefferson City,701,4,6.944645790945676e-05
1877,506,Boston (Manchester),107,4,6.944645790945676e-05
2502,508,Pittsburgh,333,4,6.944645790945676e-05
18952,669,Madison,801,4,6.944645790945676e-05
3840,512,Baltimore,481,4,6.944645790945676e-05
23147,790,Albuquerque-Santa Fe,787,4,6.944645790945676e-05
20768,744,Honolulu,191,4,6.944645790945676e-05
723,501,New York,779,3,5.2084843432092564e-05
21527,751,Denver,985,3,5.2084843432092564e-05
17636,641,San Antonio,363,3,5.2084843432092564e-05
25221,819,Seattle-Tacoma,340,3,5.2084843432092564e-05
21748,753,Phoenix (Prescott),273,3,5.2084843432092564e-05
20791,744,Honolulu,282,3,5.2084843432092564e-05
27880,MX-OAX,,,3,5.2084843432092564e-05
20128,716,Baton Rouge,100,3,5.2084843432092564e-05
28553,Unknown,,863,3,5.2084843432092564e-05
27014,866,Fresno-Visalia,918,3,5.2084843432092564e-05
2618,509,Ft. Wayne,296,3,5.2084843432092564e-05
25074,819,Seattle-Tacoma,077,3,5.2084843432092564e-05
21737,753,Phoenix (Prescott),217,3,5.2084843432092564e-05
27889,MX-SIN,,,3,5.2084843432092564e-05
17625,641,San Antonio,330,3,5.2084843432092564e-05
20759,744,Honolulu,134,3,5.2084843432092564e-05
25855,821,"Bend, OR",912,3,5.2084843432092564e-05
20665,743,Anchorage,450,3,5.2084843432092564e-05
25779,820,"Portland, OR",923,3,5.2084843432092564e-05
17550,640,Memphis,969,3,5.2084843432092564e-05
21759,753,Phoenix (Prescott),300,3,5.2084843432092564e-05
20108,710,Hattiesburg-Laurel,759,3,5.2084843432092564e-05
19940,702,La Crosse-Eau Claire,481,3,5.2084843432092564e-05
27888,MX-ROO,,,3,5.2084843432092564e-05
2258,507,Savannah,010,3,5.2084843432092564e-05
25068,819,Seattle-Tacoma,069,3,5.2084843432092564e-05
25804,820,"Portland, OR",954,3,5.2084843432092564e-05
21496,751,Denver,939,3,5.2084843432092564e-05
17638,641,San Antonio,372,3,5.2084843432092564e-05
651,501,New York,633,3,5.2084843432092564e-05
17618,641,San Antonio,313,3,5.2084843432092564e-05
19943,702,La Crosse-Eau Claire,531,3,5.2084843432092564e-05
25077,819,Seattle-Tacoma,081,3,5.2084843432092564e-05
80,500,Portland-Auburn,078,3,5.2084843432092564e-05
19935,702,La Crosse-Eau Claire,112,3,5.2084843432092564e-05
17088,635,Austin,602,3,5.2084843432092564e-05
2697,510,Cleveland-Akron (Canton),088,3,5.2084843432092564e-05
19934,702,La Crosse-Eau Claire,105,3,5.2084843432092564e-05
21507,751,Denver,954,3,5.2084843432092564e-05
2617,509,Ft. Wayne,275,3,5.2084843432092564e-05
27017,866,Fresno-Visalia,921,3,5.2084843432092564e-05
2255,506,Boston (Manchester),990,3,5.2084843432092564e-05
20777,744,Honolulu,216,3,5.2084843432092564e-05
20114,710,Hattiesburg-Laurel,787,3,5.2084843432092564e-05
20033,709,Tyler-Longview(Lfkn&Ncgd),714,3,5.2084843432092564e-05
20048,709,Tyler-Longview(Lfkn&Ncgd),763,3,5.2084843432092564e-05
646,501,New York,627,3,5.2084843432092564e-05
2343,507,Savannah,802,3,5.2084843432092564e-05
17104,635,Austin,708,3,5.2084843432092564e-05
2623,509,Ft. Wayne,370,3,5.2084843432092564e-05
21698,753,Phoenix (Prescott),105,3,5.2084843432092564e-05
948,503,Macon,782,3,5.2084843432092564e-05
25092,819,Seattle-Tacoma,107,3,5.2084843432092564e-05
20084,710,Hattiesburg-Laurel,342,3,5.2084843432092564e-05
17584,641,San Antonio,151,3,5.2084843432092564e-05
2396,508,Pittsburgh,124,3,5.2084843432092564e-05
21611,752,Colorado Springs-Pueblo,782,3,5.2084843432092564e-05
17567,641,San Antonio,090,3,5.2084843432092564e-05
2621,509,Ft. Wayne,330,3,5.2084843432092564e-05
25812,820,"Portland, OR",963,3,5.2084843432092564e-05
26417,839,Las Vegas,730,3,5.2084843432092564e-05
21581,752,Colorado Springs-Pueblo,479,3,5.2084843432092564e-05
736,501,New York,797,3,5.2084843432092564e-05
20070,710,Hattiesburg-Laurel,009,3,5.2084843432092564e-05
20714,743,Anchorage,999,3,5.2084843432092564e-05
21587,752,Colorado Springs-Pueblo,604,3,5.2084843432092564e-05
26424,839,Las Vegas,765,3,5.2084843432092564e-05
25187,819,Seattle-Tacoma,292,3,5.2084843432092564e-05
21590,752,Colorado Springs-Pueblo,633,3,5.2084843432092564e-05
28010,Unknown,,062,3,5.2084843432092564e-05
20064,709,Tyler-Longview(Lfkn&Ncgd),871,3,5.2084843432092564e-05
19982,705,Wausau-Rhinelander,494,3,5.2084843432092564e-05
20745,744,Honolulu,095,3,5.2084843432092564e-05
2234,506,Boston (Manchester),954,3,5.2084843432092564e-05
27904,NL-LI,,900,3,5.2084843432092564e-05
19991,705,Wausau-Rhinelander,541,3,5.2084843432092564e-05
21721,753,Phoenix (Prescott),186,3,5.2084843432092564e-05
21563,752,Colorado Springs-Pueblo,308,3,5.2084843432092564e-05
20014,709,Tyler-Longview(Lfkn&Ncgd),100,3,5.2084843432092564e-05
721,501,New York,777,3,5.2084843432092564e-05
17603,641,San Antonio,234,3,5.2084843432092564e-05
21528,751,Denver,986,3,5.2084843432092564e-05
25780,820,"Portland, OR",924,3,5.2084843432092564e-05
20698,743,Anchorage,940,3,5.2084843432092564e-05
20731,744,Honolulu,063,3,5.2084843432092564e-05
27903,NL-GE,,100,3,5.2084843432092564e-05
19958,702,La Crosse-Eau Claire,550,3,5.2084843432092564e-05
489,501,New York,373,3,5.2084843432092564e-05
20012,709,Tyler-Longview(Lfkn&Ncgd),021,3,5.2084843432092564e-05
25927,825,San Diego,199,3,5.2084843432092564e-05
484,501,New York,367,3,5.2084843432092564e-05
21625,752,Colorado Springs-Pueblo,811,3,5.2084843432092564e-05
20720,744,Honolulu,018,3,5.2084843432092564e-05
477,501,New York,357,3,5.2084843432092564e-05
17100,635,Austin,687,3,5.2084843432092564e-05
21695,753,Phoenix (Prescott),087,3,5.2084843432092564e-05
25784,820,"Portland, OR",930,3,5.2084843432092564e-05
20009,705,Wausau-Rhinelander,974,3,5.2084843432092564e-05
25854,821,"Bend, OR",902,3,5.2084843432092564e-05
2244,506,Boston (Manchester),971,3,5.2084843432092564e-05
2692,510,Cleveland-Akron (Canton),081,3,5.2084843432092564e-05
947,503,Macon,591,3,5.2084843432092564e-05
20052,709,Tyler-Longview(Lfkn&Ncgd),773,3,5.2084843432092564e-05
20004,705,Wausau-Rhinelander,601,3,5.2084843432092564e-05
20820,744,Honolulu,404,3,5.2084843432092564e-05
25087,819,Seattle-Tacoma,102,3,5.2084843432092564e-05
19967,702,La Crosse-Eau Claire,664,3,5.2084843432092564e-05
27181,AR-C,,331,3,5.2084843432092564e-05
20437,722,Lincoln & Hastings-Krny,810,3,5.2084843432092564e-05
27931,NL-UT,,705,3,5.2084843432092564e-05
25240,819,Seattle-Tacoma,374,3,5.2084843432092564e-05
21770,753,Phoenix (Prescott),327,3,5.2084843432092564e-05
25618,820,"Portland, OR",220,3,5.2084843432092564e-05
20519,725,Sioux Falls(Mitchell),560,3,5.2084843432092564e-05
21240,751,Denver,434,3,5.2084843432092564e-05
20516,725,Sioux Falls(Mitchell),553,3,5.2084843432092564e-05
27123,881,Spokane,809,3,5.2084843432092564e-05
25605,820,"Portland, OR",178,3,5.2084843432092564e-05
20303,718,"Jackson, MS",359,3,5.2084843432092564e-05
26317,839,Las Vegas,223,3,5.2084843432092564e-05
27067,868,Chico-Redding,919,3,5.2084843432092564e-05
21230,751,Denver,386,3,5.2084843432092564e-05
25445,819,Seattle-Tacoma,845,3,5.2084843432092564e-05
17375,639,"Jackson, TN",370,3,5.2084843432092564e-05
25600,820,"Portland, OR",148,3,5.2084843432092564e-05
21228,751,Denver,379,3,5.2084843432092564e-05
25593,820,"Portland, OR",117,3,5.2084843432092564e-05
17252,636,Harlingen-Wslco-Brnsvl-Mca,776,3,5.2084843432092564e-05
25588,820,"Portland, OR",110,3,5.2084843432092564e-05
20315,718,"Jackson, MS",387,3,5.2084843432092564e-05
26359,839,Las Vegas,381,3,5.2084843432092564e-05
21202,751,Denver,327,3,5.2084843432092564e-05
20324,718,"Jackson, MS",396,3,5.2084843432092564e-05
21032,747,Juneau,123,3,5.2084843432092564e-05
25580,820,"Portland, OR",083,3,5.2084843432092564e-05
17389,640,Memphis,071,3,5.2084843432092564e-05
25619,820,"Portland, OR",222,3,5.2084843432092564e-05
25621,820,"Portland, OR",230,3,5.2084843432092564e-05
21264,751,Denver,478,3,5.2084843432092564e-05
20543,725,Sioux Falls(Mitchell),805,3,5.2084843432092564e-05
17221,635,Austin,970,3,5.2084843432092564e-05
20533,725,Sioux Falls(Mitchell),648,3,5.2084843432092564e-05
17417,640,Memphis,270,3,5.2084843432092564e-05
27059,868,Chico-Redding,380,3,5.2084843432092564e-05
20530,725,Sioux Falls(Mitchell),581,3,5.2084843432092564e-05
21277,751,Denver,502,3,5.2084843432092564e-05
20998,746,Biloxi-Gulfport,234,3,5.2084843432092564e-05
25412,819,Seattle-Tacoma,790,3,5.2084843432092564e-05
26314,839,Las Vegas,209,3,5.2084843432092564e-05
21263,751,Denver,477,3,5.2084843432092564e-05
17391,640,Memphis,094,3,5.2084843432092564e-05
25644,820,"Portland, OR",330,3,5.2084843432092564e-05
20285,718,"Jackson, MS",333,3,5.2084843432092564e-05
21257,751,Denver,465,3,5.2084843432092564e-05
25421,819,Seattle-Tacoma,804,3,5.2084843432092564e-05
17227,635,Austin,982,3,5.2084843432092564e-05
17399,640,Memphis,133,3,5.2084843432092564e-05
27125,881,Spokane,832,3,5.2084843432092564e-05
25427,819,Seattle-Tacoma,813,3,5.2084843432092564e-05
20292,718,"Jackson, MS",341,3,5.2084843432092564e-05
21016,746,Biloxi-Gulfport,750,3,5.2084843432092564e-05
845,501,New York,962,3,5.2084843432092564e-05
21200,751,Denver,325,3,5.2084843432092564e-05
25406,819,Seattle-Tacoma,781,3,5.2084843432092564e-05
21199,751,Denver,324,3,5.2084843432092564e-05
20472,724,Fargo-Valley City,554,3,5.2084843432092564e-05
20470,724,Fargo-Valley City,551,3,5.2084843432092564e-05
27086,868,Chico-Redding,957,3,5.2084843432092564e-05
1021,504,Philadelphia,096,3,5.2084843432092564e-05
20466,724,Fargo-Valley City,333,3,5.2084843432092564e-05
20465,724,Fargo-Valley City,324,3,5.2084843432092564e-05
25495,819,Seattle-Tacoma,932,3,5.2084843432092564e-05
21141,751,Denver,190,3,5.2084843432092564e-05
20401,722,Lincoln & Hastings-Krny,550,3,5.2084843432092564e-05
21132,751,Denver,153,3,5.2084843432092564e-05
21126,751,Denver,145,3,5.2084843432092564e-05
20418,722,Lincoln & Hastings-Krny,676,3,5.2084843432092564e-05
26340,839,Las Vegas,320,3,5.2084843432092564e-05
26463,839,Las Vegas,857,3,5.2084843432092564e-05
2311,507,Savannah,309,3,5.2084843432092564e-05
26996,866,Fresno-Visalia,729,3,5.2084843432092564e-05
25516,819,Seattle-Tacoma,954,3,5.2084843432092564e-05
27073,868,Chico-Redding,930,3,5.2084843432092564e-05
