,user_dma_number,user_dma_name,user_postal_code,user_count,user_%
18271,652,Omaha,683,18,0.00031250906059255537
22558,765,El paso (Las Cruces),928,18,0.00031250906059255537
22795,770,Salt Lake City,802,18,0.00031250906059255537
2556,508,Pittsburgh,631,18,0.00031250906059255537
7248,533,Hartford & New Haven,101,18,0.00031250906059255537
22813,770,Salt Lake City,831,18,0.00031250906059255537
11330,567,Greenvll-Spart-Ashevll-And,305,18,0.00031250906059255537
403,501,New York,272,18,0.00031250906059255537
10374,557,Knoxville,409,18,0.00031250906059255537
18650,659,Nashville,554,18,0.00031250906059255537
12873,602,Chicago,008,18,0.00031250906059255537
15458,618,Houston,995,18,0.00031250906059255537
24428,807,San Francisco-Oak-San Jose,374,18,0.00031250906059255537
17690,641,San Antonio,760,18,0.00031250906059255537
15464,619,"Springfield, MO",091,18,0.00031250906059255537
27479,FR-J,,760,18,0.00031250906059255537
7579,534,Orlando-Daytona Bch-Melbrn,277,18,0.00031250906059255537
28216,Unknown,,324,18,0.00031250906059255537
12863,600,Corpus Christi,917,18,0.00031250906059255537
27946,NO-12,,770,18,0.00031250906059255537
8062,536,Youngstown,066,18,0.00031250906059255537
7371,533,Hartford & New Haven,554,18,0.00031250906059255537
19919,698,Montgomery-Selma,721,18,0.00031250906059255537
26542,839,Las Vegas,973,18,0.00031250906059255537
26958,862,Sacramnto-Stkton-Modesto,991,18,0.00031250906059255537
9956,555,Syracuse,015,18,0.00031250906059255537
27847,MX-DIF,,981,18,0.00031250906059255537
26475,839,Las Vegas,883,18,0.00031250906059255537
14174,613,Minneapolis-St. Paul,117,18,0.00031250906059255537
6434,528,Miami-Ft. Lauderdale,344,18,0.00031250906059255537
28552,Unknown,,860,18,0.00031250906059255537
6153,527,Indianapolis,476,18,0.00031250906059255537
28366,Unknown,,549,18,0.00031250906059255537
1763,505,Detroit,923,18,0.00031250906059255537
10342,557,Knoxville,300,18,0.00031250906059255537
2305,507,Savannah,302,18,0.00031250906059255537
9945,554,Wheeling-Steubenville,437,18,0.00031250906059255537
14179,613,Minneapolis-St. Paul,146,18,0.00031250906059255537
11329,567,Greenvll-Spart-Ashevll-And,303,18,0.00031250906059255537
12778,592,Gainesville,937,18,0.00031250906059255537
23614,803,Los Angeles,295,18,0.00031250906059255537
27570,GB-EAL,,917,18,0.00031250906059255537
15264,618,Houston,640,18,0.00031250906059255537
28636,Unknown,,971,18,0.00031250906059255537
1969,506,Boston (Manchester),232,18,0.00031250906059255537
1971,506,Boston (Manchester),234,18,0.00031250906059255537
5057,521,Providence-New Bedford,775,18,0.00031250906059255537
9767,549,Watertown,940,18,0.00031250906059255537
25967,825,San Diego,334,18,0.00031250906059255537
5140,522,"Columbus, GA (Opelika, AL)",358,18,0.00031250906059255537
28290,Unknown,,440,18,0.00031250906059255537
7109,532,Albany-Schenectady-Troy,479,18,0.00031250906059255537
11836,574,Johnstown-Altoona-St Colge,158,18,0.00031250906059255537
4137,514,Buffalo,967,18,0.00031250906059255537
5853,524,Atlanta,871,18,0.00031250906059255537
13041,602,Chicago,270,18,0.00031250906059255537
15199,618,Houston,443,18,0.00031250906059255537
19415,679,Des Moines-Ames,523,18,0.00031250906059255537
18847,669,Madison,229,18,0.00031250906059255537
5139,522,"Columbus, GA (Opelika, AL)",357,18,0.00031250906059255537
14440,613,Minneapolis-St. Paul,799,18,0.00031250906059255537
5222,523,Burlington-Plattsburgh,053,18,0.00031250906059255537
13850,609,St. Louis,601,18,0.00031250906059255537
9778,550,Wilmington,062,18,0.00031250906059255537
23383,803,Los Angeles,009,18,0.00031250906059255537
26848,862,Sacramnto-Stkton-Modesto,806,18,0.00031250906059255537
11934,575,Chattanooga,288,18,0.00031250906059255537
23564,803,Los Angeles,225,18,0.00031250906059255537
1918,506,Boston (Manchester),151,18,0.00031250906059255537
394,501,New York,258,18,0.00031250906059255537
7266,533,Hartford & New Haven,122,18,0.00031250906059255537
12970,602,Chicago,145,18,0.00031250906059255537
8689,540,Traverse City-Cadillac,752,18,0.00031250906059255537
7644,534,Orlando-Daytona Bch-Melbrn,356,18,0.00031250906059255537
8677,540,Traverse City-Cadillac,495,18,0.00031250906059255537
15311,618,Houston,755,18,0.00031250906059255537
4481,517,Charlotte,303,18,0.00031250906059255537
20986,745,Fairbanks,995,18,0.00031250906059255537
7014,532,Albany-Schenectady-Troy,156,18,0.00031250906059255537
6059,527,Indianapolis,146,18,0.00031250906059255537
20972,744,Honolulu,992,18,0.00031250906059255537
13842,609,St. Louis,551,18,0.00031250906059255537
25303,819,Seattle-Tacoma,524,18,0.00031250906059255537
3519,511,"Washington, DC (Hagrstwn)",761,18,0.00031250906059255537
20062,709,Tyler-Longview(Lfkn&Ncgd),832,18,0.00031250906059255537
12530,592,Gainesville,008,18,0.00031250906059255537
11179,566,Harrisburg-Incstr-Leb-York,185,18,0.00031250906059255537
3021,511,"Washington, DC (Hagrstwn)",006,18,0.00031250906059255537
1069,504,Philadelphia,153,18,0.00031250906059255537
17317,637,Cedar rapids-wtrlo-iwc&dub,537,18,0.00031250906059255537
16894,633,Odessa-Midland,791,18,0.00031250906059255537
11000,563,Grand Rapids-Kalmzoo-B.Crk,606,18,0.00031250906059255537
23154,790,Albuquerque-Santa Fe,802,18,0.00031250906059255537
7101,532,Albany-Schenectady-Troy,452,18,0.00031250906059255537
28038,Unknown,,091,18,0.00031250906059255537
13150,602,Chicago,431,18,0.00031250906059255537
15026,618,Houston,074,18,0.00031250906059255537
17294,637,Cedar rapids-wtrlo-iwc&dub,503,18,0.00031250906059255537
15021,618,Houston,068,18,0.00031250906059255537
5874,524,Atlanta,922,18,0.00031250906059255537
5128,522,"Columbus, GA (Opelika, AL)",327,18,0.00031250906059255537
20866,744,Honolulu,752,18,0.00031250906059255537
21487,751,Denver,926,18,0.00031250906059255537
26527,839,Las Vegas,954,18,0.00031250906059255537
1002,504,Philadelphia,072,18,0.00031250906059255537
23032,789,Tucson (Sierra Vista),808,18,0.00031250906059255537
22319,759,Cheyenne-Scottsbluff,123,18,0.00031250906059255537
26056,825,San Diego,802,18,0.00031250906059255537
27084,868,Chico-Redding,955,18,0.00031250906059255537
13202,602,Chicago,491,18,0.00031250906059255537
16743,631,Ottumwa-kirksville,525,18,0.00031250906059255537
14916,617,Milwaukee,547,18,0.00031250906059255537
11174,566,Harrisburg-Incstr-Leb-York,179,18,0.00031250906059255537
11172,566,Harrisburg-Incstr-Leb-York,177,18,0.00031250906059255537
21360,751,Denver,681,18,0.00031250906059255537
7079,532,Albany-Schenectady-Troy,352,18,0.00031250906059255537
3344,511,"Washington, DC (Hagrstwn)",374,18,0.00031250906059255537
472,501,New York,350,18,0.00031250906059255537
15099,618,Houston,221,18,0.00031250906059255537
24268,807,San Francisco-Oak-San Jose,147,18,0.00031250906059255537
26208,828,Monterey-Salinas,816,18,0.00031250906059255537
15088,618,Houston,200,18,0.00031250906059255537
3065,511,"Washington, DC (Hagrstwn)",063,18,0.00031250906059255537
26826,862,Sacramnto-Stkton-Modesto,757,18,0.00031250906059255537
15083,618,Houston,193,18,0.00031250906059255537
11756,573,Roanoke-Lynchburg,322,18,0.00031250906059255537
13485,602,Chicago,927,18,0.00031250906059255537
20642,743,Anchorage,024,18,0.00031250906059255537
5573,524,Atlanta,355,18,0.00031250906059255537
10963,563,Grand Rapids-Kalmzoo-B.Crk,454,18,0.00031250906059255537
18925,669,Madison,605,18,0.00031250906059255537
18740,659,Nashville,948,18,0.00031250906059255537
26940,862,Sacramnto-Stkton-Modesto,968,18,0.00031250906059255537
781,501,New York,890,18,0.00031250906059255537
25154,819,Seattle-Tacoma,220,18,0.00031250906059255537
17616,641,San Antonio,309,18,0.00031250906059255537
15855,623,Dallas-Ft. Worth,290,18,0.00031250906059255537
5365,524,Atlanta,078,18,0.00031250906059255537
21616,752,Colorado Springs-Pueblo,802,18,0.00031250906059255537
25201,819,Seattle-Tacoma,314,18,0.00031250906059255537
25211,819,Seattle-Tacoma,327,18,0.00031250906059255537
9480,546,"Columbia, SC",349,18,0.00031250906059255537
7305,533,Hartford & New Haven,222,18,0.00031250906059255537
12,0,,377,18,0.00031250906059255537
22834,770,Salt Lake City,860,18,0.00031250906059255537
27265,AU-WA,,100,18,0.00031250906059255537
25207,819,Seattle-Tacoma,323,18,0.00031250906059255537
6343,528,Miami-Ft. Lauderdale,130,18,0.00031250906059255537
28467,Unknown,,733,18,0.00031250906059255537
17565,641,San Antonio,079,18,0.00031250906059255537
18227,652,Omaha,562,18,0.00031250906059255537
15360,618,Houston,809,18,0.00031250906059255537
22842,770,Salt Lake City,890,18,0.00031250906059255537
11973,575,Chattanooga,454,18,0.00031250906059255537
16184,623,Dallas-Ft. Worth,815,18,0.00031250906059255537
12339,582,"Lafayette, IN",904,18,0.00031250906059255537
12002,575,Chattanooga,982,18,0.00031250906059255537
5823,524,Atlanta,799,18,0.00031250906059255537
2171,506,Boston (Manchester),802,18,0.00031250906059255537
11302,567,Greenvll-Spart-Ashevll-And,275,18,0.00031250906059255537
16623,630,Birmingham (Ann And Tusc),322,18,0.00031250906059255537
21970,753,Phoenix (Prescott),894,18,0.00031250906059255537
18698,659,Nashville,770,18,0.00031250906059255537
12420,584,Charlottesville,481,17,0.0002951474461151912
18184,652,Omaha,344,17,0.0002951474461151912
7372,533,Hartford & New Haven,600,17,0.0002951474461151912
19907,698,Montgomery-Selma,363,17,0.0002951474461151912
5913,524,Atlanta,973,17,0.0002951474461151912
21276,751,Denver,500,17,0.0002951474461151912
16786,632,Paducah-Cape Girard-Harsbg,622,17,0.0002951474461151912
25456,819,Seattle-Tacoma,871,17,0.0002951474461151912
13612,604,Columbia-Jefferson City,900,17,0.0002951474461151912
7471,534,Orlando-Daytona Bch-Melbrn,062,17,0.0002951474461151912
3142,511,"Washington, DC (Hagrstwn)",150,17,0.0002951474461151912
18417,658,Green Bay-Appleton,495,17,0.0002951474461151912
14722,616,Kansas City,731,17,0.0002951474461151912
10937,563,Grand Rapids-Kalmzoo-B.Crk,173,17,0.0002951474461151912
19444,679,Des Moines-Ames,577,17,0.0002951474461151912
912,502,Binghamton,352,17,0.0002951474461151912
22724,770,Salt Lake City,500,17,0.0002951474461151912
3964,513,Flint-Saginaw-Bay City,494,17,0.0002951474461151912
14721,616,Kansas City,730,17,0.0002951474461151912
22239,757,Boise,978,17,0.0002951474461151912
8303,538,"Rochester, NY",730,17,0.0002951474461151912
15399,618,Houston,914,17,0.0002951474461151912
6358,528,Miami-Ft. Lauderdale,190,17,0.0002951474461151912
23281,801,Eugene,112,17,0.0002951474461151912
4436,517,Charlotte,236,17,0.0002951474461151912
17404,640,Memphis,164,17,0.0002951474461151912
10168,556,Richmond-Petersburg,223,17,0.0002951474461151912
14443,613,Minneapolis-St. Paul,802,17,0.0002951474461151912
20093,710,Hattiesburg-Laurel,390,17,0.0002951474461151912
4379,517,Charlotte,114,17,0.0002951474461151912
2753,510,Cleveland-Akron (Canton),206,17,0.0002951474461151912
4349,517,Charlotte,064,17,0.0002951474461151912
14980,617,Milwaukee,928,17,0.0002951474461151912
24253,807,San Francisco-Oak-San Jose,131,17,0.0002951474461151912
10419,557,Knoxville,970,17,0.0002951474461151912
5769,524,Atlanta,708,17,0.0002951474461151912
28472,Unknown,,743,17,0.0002951474461151912
26440,839,Las Vegas,800,17,0.0002951474461151912
5201,523,Burlington-Plattsburgh,020,17,0.0002951474461151912
21203,751,Denver,328,17,0.0002951474461151912
20515,725,Sioux Falls(Mitchell),550,17,0.0002951474461151912
22951,773,Grand Junction-Montrose,813,17,0.0002951474461151912
14300,613,Minneapolis-St. Paul,505,17,0.0002951474461151912
25124,819,Seattle-Tacoma,166,17,0.0002951474461151912
25186,819,Seattle-Tacoma,290,17,0.0002951474461151912
25807,820,"Portland, OR",957,17,0.0002951474461151912
13905,609,St. Louis,667,17,0.0002951474461151912
24425,807,San Francisco-Oak-San Jose,371,17,0.0002951474461151912
16349,624,Sioux City,582,17,0.0002951474461151912
17929,648,Champaign&Sprngfld-Decatur,947,17,0.0002951474461151912
15736,623,Dallas-Ft. Worth,091,17,0.0002951474461151912
3370,511,"Washington, DC (Hagrstwn)",411,17,0.0002951474461151912
18711,659,Nashville,803,17,0.0002951474461151912
5763,524,Atlanta,701,17,0.0002951474461151912
25590,820,"Portland, OR",112,17,0.0002951474461151912
5321,524,Atlanta,013,17,0.0002951474461151912
17309,637,Cedar rapids-wtrlo-iwc&dub,525,17,0.0002951474461151912
4247,515,Cincinnati,475,17,0.0002951474461151912
11724,573,Roanoke-Lynchburg,243,17,0.0002951474461151912
21768,753,Phoenix (Prescott),325,17,0.0002951474461151912
22360,760,Twin Falls,123,17,0.0002951474461151912
12704,592,Gainesville,559,17,0.0002951474461151912
3481,511,"Washington, DC (Hagrstwn)",652,17,0.0002951474461151912
27473,FR-J,,212,17,0.0002951474461151912
28524,Unknown,,815,17,0.0002951474461151912
16881,633,Odessa-Midland,774,17,0.0002951474461151912
24439,807,San Francisco-Oak-San Jose,391,17,0.0002951474461151912
5640,524,Atlanta,430,17,0.0002951474461151912
15688,623,Dallas-Ft. Worth,011,17,0.0002951474461151912
26532,839,Las Vegas,961,17,0.0002951474461151912
17897,648,Champaign&Sprngfld-Decatur,615,17,0.0002951474461151912
11124,565,Elmira (Corning),123,17,0.0002951474461151912
23139,790,Albuquerque-Santa Fe,752,17,0.0002951474461151912
11997,575,Chattanooga,930,17,0.0002951474461151912
20301,718,"Jackson, MS",357,17,0.0002951474461151912
7978,535,"Columbus,OH",484,17,0.0002951474461151912
22240,757,Boise,979,17,0.0002951474461151912
12327,582,"Lafayette, IN",618,17,0.0002951474461151912
7222,533,Hartford & New Haven,057,17,0.0002951474461151912
24162,807,San Francisco-Oak-San Jose,023,17,0.0002951474461151912
714,501,New York,765,17,0.0002951474461151912
12199,577,Wilkes Barre-Scranton-Hztn,175,17,0.0002951474461151912
19327,678,Wichita-Hutchinson Plus,660,17,0.0002951474461151912
25743,820,"Portland, OR",836,17,0.0002951474461151912
25477,819,Seattle-Tacoma,912,17,0.0002951474461151912
26249,828,Monterey-Salinas,960,17,0.0002951474461151912
699,501,New York,741,17,0.0002951474461151912
13768,609,St. Louis,294,17,0.0002951474461151912
6319,528,Miami-Ft. Lauderdale,095,17,0.0002951474461151912
15047,618,Houston,111,17,0.0002951474461151912
20050,709,Tyler-Longview(Lfkn&Ncgd),769,17,0.0002951474461151912
8312,538,"Rochester, NY",917,17,0.0002951474461151912
25958,825,San Diego,314,17,0.0002951474461151912
8791,541,Lexington,910,17,0.0002951474461151912
18382,657,Sherman-Ada,734,17,0.0002951474461151912
28503,Unknown,,785,17,0.0002951474461151912
3786,512,Baltimore,275,17,0.0002951474461151912
1240,504,Philadelphia,465,17,0.0002951474461151912
10986,563,Grand Rapids-Kalmzoo-B.Crk,498,17,0.0002951474461151912
17961,649,Evansville,474,17,0.0002951474461151912
12348,582,"Lafayette, IN",945,17,0.0002951474461151912
12437,584,Charlottesville,940,17,0.0002951474461151912
20222,717,Quincy-Hannibal-Keokuk,123,17,0.0002951474461151912
27991,Unknown,,032,17,0.0002951474461151912
7643,534,Orlando-Daytona Bch-Melbrn,354,17,0.0002951474461151912
3044,511,"Washington, DC (Hagrstwn)",030,17,0.0002951474461151912
23521,803,Los Angeles,170,17,0.0002951474461151912
14071,611,Rochestr-Mason City-Austin,550,17,0.0002951474461151912
12818,598,Clarksburg-Weston,191,17,0.0002951474461151912
28408,Unknown,,622,17,0.0002951474461151912
20054,709,Tyler-Longview(Lfkn&Ncgd),778,17,0.0002951474461151912
2790,510,Cleveland-Akron (Canton),296,17,0.0002951474461151912
7123,532,Albany-Schenectady-Troy,616,17,0.0002951474461151912
5480,524,Atlanta,241,17,0.0002951474461151912
5622,524,Atlanta,407,17,0.0002951474461151912
14601,616,Kansas City,370,17,0.0002951474461151912
1951,506,Boston (Manchester),207,17,0.0002951474461151912
28345,Unknown,,514,17,0.0002951474461151912
3416,511,"Washington, DC (Hagrstwn)",491,17,0.0002951474461151912
8246,538,"Rochester, NY",141,17,0.0002951474461151912
21309,751,Denver,577,17,0.0002951474461151912
8629,539,Tampa-St. Pete (Sarasota),947,17,0.0002951474461151912
19852,693,Little Rock-Pine Bluff,717,17,0.0002951474461151912
11184,566,Harrisburg-Incstr-Leb-York,190,17,0.0002951474461151912
798,501,New York,912,17,0.0002951474461151912
26448,839,Las Vegas,832,17,0.0002951474461151912
23832,803,Los Angeles,611,17,0.0002951474461151912
22652,770,Salt Lake City,200,17,0.0002951474461151912
1968,506,Boston (Manchester),231,17,0.0002951474461151912
5798,524,Atlanta,757,17,0.0002951474461151912
14218,613,Minneapolis-St. Paul,282,17,0.0002951474461151912
17985,650,Oklahoma City,113,17,0.0002951474461151912
23795,803,Los Angeles,549,17,0.0002951474461151912
9586,547,Toledo,261,17,0.0002951474461151912
2489,508,Pittsburgh,295,17,0.0002951474461151912
23759,803,Los Angeles,489,17,0.0002951474461151912
28481,Unknown,,757,17,0.0002951474461151912
2093,506,Boston (Manchester),550,17,0.0002951474461151912
468,501,New York,344,17,0.0002951474461151912
21107,751,Denver,107,17,0.0002951474461151912
3426,511,"Washington, DC (Hagrstwn)",530,17,0.0002951474461151912
12353,582,"Lafayette, IN",981,17,0.0002951474461151912
27038,866,Fresno-Visalia,952,17,0.0002951474461151912
9340,545,Greenville-N.Bern-Washngtn,778,17,0.0002951474461151912
17951,649,Evansville,432,17,0.0002951474461151912
10360,557,Knoxville,376,17,0.0002951474461151912
9266,545,Greenville-N.Bern-Washngtn,112,17,0.0002951474461151912
24087,803,Los Angeles,977,17,0.0002951474461151912
16455,625,Waco-Temple-Bryan,784,17,0.0002951474461151912
9264,545,Greenville-N.Bern-Washngtn,107,17,0.0002951474461151912
2294,507,Savannah,278,17,0.0002951474461151912
7016,532,Albany-Schenectady-Troy,160,17,0.0002951474461151912
1772,505,Detroit,943,17,0.0002951474461151912
2172,506,Boston (Manchester),803,17,0.0002951474461151912
3122,511,"Washington, DC (Hagrstwn)",125,17,0.0002951474461151912
27969,Unknown,,007,17,0.0002951474461151912
12608,592,Gainesville,234,17,0.0002951474461151912
5720,524,Atlanta,602,17,0.0002951474461151912
16614,630,Birmingham (Ann And Tusc),307,17,0.0002951474461151912
1754,505,Detroit,906,17,0.0002951474461151912
24592,807,San Francisco-Oak-San Jose,637,17,0.0002951474461151912
21466,751,Denver,895,17,0.0002951474461151912
25075,819,Seattle-Tacoma,079,17,0.0002951474461151912
12595,592,Gainesville,207,17,0.0002951474461151912
5740,524,Atlanta,637,17,0.0002951474461151912
11606,571,Ft. Myers-Naples,326,17,0.0002951474461151912
27411,ES-CT,,,17,0.0002951474461151912
8008,535,"Columbus,OH",641,17,0.0002951474461151912
4420,517,Charlotte,211,17,0.0002951474461151912
9635,547,Toledo,524,17,0.0002951474461151912
959,504,Philadelphia,012,17,0.0002951474461151912
15893,623,Dallas-Ft. Worth,338,17,0.0002951474461151912
8592,539,Tampa-St. Pete (Sarasota),787,17,0.0002951474461151912
12872,602,Chicago,007,17,0.0002951474461151912
8590,539,Tampa-St. Pete (Sarasota),782,17,0.0002951474461151912
3120,511,"Washington, DC (Hagrstwn)",122,17,0.0002951474461151912
12340,582,"Lafayette, IN",915,17,0.0002951474461151912
7434,533,Hartford & New Haven,945,17,0.0002951474461151912
21482,751,Denver,920,17,0.0002951474461151912
17686,641,San Antonio,751,17,0.0002951474461151912
18653,659,Nashville,601,17,0.0002951474461151912
26886,862,Sacramnto-Stkton-Modesto,907,17,0.0002951474461151912
6542,528,Miami-Ft. Lauderdale,784,17,0.0002951474461151912
20169,716,Baton Rouge,434,17,0.0002951474461151912
14662,616,Kansas City,608,17,0.0002951474461151912
26028,825,San Diego,640,17,0.0002951474461151912
976,504,Philadelphia,030,17,0.0002951474461151912
13230,602,Chicago,526,17,0.0002951474461151912
7566,534,Orlando-Daytona Bch-Melbrn,235,17,0.0002951474461151912
17222,635,Austin,972,17,0.0002951474461151912
14623,616,Kansas City,474,17,0.0002951474461151912
8993,543,Springfield-Holyoke,600,17,0.0002951474461151912
24973,811,Reno,946,17,0.0002951474461151912
28362,Unknown,,543,17,0.0002951474461151912
3126,511,"Washington, DC (Hagrstwn)",129,17,0.0002951474461151912
23720,803,Los Angeles,442,17,0.0002951474461151912
5847,524,Atlanta,852,17,0.0002951474461151912
16028,623,Dallas-Ft. Worth,604,17,0.0002951474461151912
19617,686,Mobile-Pensacola (Ft Walt),394,17,0.0002951474461151912
5914,524,Atlanta,974,17,0.0002951474461151912
14657,616,Kansas City,601,17,0.0002951474461151912
19410,679,Des Moines-Ames,514,17,0.0002951474461151912
21848,753,Phoenix (Prescott),565,17,0.0002951474461151912
26046,825,San Diego,774,16,0.00027778583163782703
5341,524,Atlanta,037,16,0.00027778583163782703
18040,650,Oklahoma City,705,16,0.00027778583163782703
6399,528,Miami-Ft. Lauderdale,294,16,0.00027778583163782703
9627,547,Toledo,488,16,0.00027778583163782703
28443,Unknown,,691,16,0.00027778583163782703
28112,Unknown,,183,16,0.00027778583163782703
9337,545,Greenville-N.Bern-Washngtn,769,16,0.00027778583163782703
3646,511,"Washington, DC (Hagrstwn)",983,16,0.00027778583163782703
24412,807,San Francisco-Oak-San Jose,354,16,0.00027778583163782703
28098,Unknown,,164,16,0.00027778583163782703
24183,807,San Francisco-Oak-San Jose,050,16,0.00027778583163782703
4890,520,Augusta-Aiken,034,16,0.00027778583163782703
3277,511,"Washington, DC (Hagrstwn)",295,16,0.00027778583163782703
26071,825,San Diego,857,16,0.00027778583163782703
9283,545,Greenville-N.Bern-Washngtn,243,16,0.00027778583163782703
1591,505,Detroit,437,16,0.00027778583163782703
9393,546,"Columbia, SC",150,16,0.00027778583163782703
9230,544,Norfolk-Portsmth-Newpt Nws,921,16,0.00027778583163782703
26678,862,Sacramnto-Stkton-Modesto,076,16,0.00027778583163782703
4942,521,Providence-New Bedford,020,16,0.00027778583163782703
5390,524,Atlanta,110,16,0.00027778583163782703
26490,839,Las Vegas,912,16,0.00027778583163782703
9768,549,Watertown,941,16,0.00027778583163782703
434,501,New York,305,16,0.00027778583163782703
4885,519,"Charleston, SC",981,16,0.00027778583163782703
12617,592,Gainesville,282,16,0.00027778583163782703
24203,807,San Francisco-Oak-San Jose,074,16,0.00027778583163782703
24539,807,San Francisco-Oak-San Jose,550,16,0.00027778583163782703
4575,517,Charlotte,559,16,0.00027778583163782703
15830,623,Dallas-Ft. Worth,237,16,0.00027778583163782703
9700,548,West Palm Beach-Ft. Pierce,333,16,0.00027778583163782703
2865,510,Cleveland-Akron (Canton),456,16,0.00027778583163782703
24340,807,San Francisco-Oak-San Jose,265,16,0.00027778583163782703
9869,551,Lansing,493,16,0.00027778583163782703
7914,535,"Columbus,OH",326,16,0.00027778583163782703
2864,510,Cleveland-Akron (Canton),455,16,0.00027778583163782703
27262,AU-VIC,,972,16,0.00027778583163782703
1597,505,Detroit,443,16,0.00027778583163782703
3255,511,"Washington, DC (Hagrstwn)",272,16,0.00027778583163782703
2830,510,Cleveland-Akron (Canton),403,16,0.00027778583163782703
610,501,New York,563,16,0.00027778583163782703
9478,546,"Columbia, SC",339,16,0.00027778583163782703
26719,862,Sacramnto-Stkton-Modesto,212,16,0.00027778583163782703
21679,753,Phoenix (Prescott),045,16,0.00027778583163782703
26137,825,San Diego,967,16,0.00027778583163782703
16285,623,Dallas-Ft. Worth,963,16,0.00027778583163782703
13471,602,Chicago,912,16,0.00027778583163782703
4014,514,Buffalo,110,16,0.00027778583163782703
1967,506,Boston (Manchester),230,16,0.00027778583163782703
26601,855,Santabarbra-Sanmar-Sanluob,894,16,0.00027778583163782703
7737,534,Orlando-Daytona Bch-Melbrn,703,16,0.00027778583163782703
14432,613,Minneapolis-St. Paul,781,16,0.00027778583163782703
25395,819,Seattle-Tacoma,760,16,0.00027778583163782703
5078,521,Providence-New Bedford,956,16,0.00027778583163782703
4366,517,Charlotte,088,16,0.00027778583163782703
5220,523,Burlington-Plattsburgh,051,16,0.00027778583163782703
15151,618,Houston,333,16,0.00027778583163782703
13067,602,Chicago,301,16,0.00027778583163782703
13508,602,Chicago,952,16,0.00027778583163782703
15121,618,Houston,282,16,0.00027778583163782703
2143,506,Boston (Manchester),727,16,0.00027778583163782703
20630,740,North Platte,,16,0.00027778583163782703
25890,825,San Diego,044,16,0.00027778583163782703
11764,573,Roanoke-Lynchburg,373,16,0.00027778583163782703
4662,517,Charlotte,967,16,0.00027778583163782703
10957,563,Grand Rapids-Kalmzoo-B.Crk,430,16,0.00027778583163782703
28262,Unknown,,386,16,0.00027778583163782703
25483,819,Seattle-Tacoma,919,16,0.00027778583163782703
17328,637,Cedar rapids-wtrlo-iwc&dub,600,16,0.00027778583163782703
28259,Unknown,,379,16,0.00027778583163782703
3167,511,"Washington, DC (Hagrstwn)",179,16,0.00027778583163782703
4129,514,Buffalo,940,16,0.00027778583163782703
18779,661,San Angelo,787,16,0.00027778583163782703
20575,736,Bowling Green,123,16,0.00027778583163782703
16288,623,Dallas-Ft. Worth,967,16,0.00027778583163782703
2170,506,Boston (Manchester),801,16,0.00027778583163782703
1866,506,Boston (Manchester),087,16,0.00027778583163782703
15379,618,Houston,871,16,0.00027778583163782703
11980,575,Chattanooga,537,16,0.00027778583163782703
18727,659,Nashville,918,16,0.00027778583163782703
3530,511,"Washington, DC (Hagrstwn)",781,16,0.00027778583163782703
3008,510,Cleveland-Akron (Canton),970,16,0.00027778583163782703
8743,541,Lexington,410,16,0.00027778583163782703
23578,803,Los Angeles,241,16,0.00027778583163782703
2173,506,Boston (Manchester),804,16,0.00027778583163782703
1152,504,Philadelphia,261,16,0.00027778583163782703
5250,523,Burlington-Plattsburgh,135,16,0.00027778583163782703
16622,630,Birmingham (Ann And Tusc),319,16,0.00027778583163782703
22070,754,Butte-Bozeman,590,16,0.00027778583163782703
25256,819,Seattle-Tacoma,430,16,0.00027778583163782703
6063,527,Indianapolis,201,16,0.00027778583163782703
2629,509,Ft. Wayne,460,16,0.00027778583163782703
14359,613,Minneapolis-St. Paul,588,16,0.00027778583163782703
28171,Unknown,,273,16,0.00027778583163782703
1928,506,Boston (Manchester),171,16,0.00027778583163782703
23539,803,Los Angeles,195,16,0.00027778583163782703
25917,825,San Diego,142,16,0.00027778583163782703
2161,506,Boston (Manchester),778,16,0.00027778583163782703
26769,862,Sacramnto-Stkton-Modesto,480,16,0.00027778583163782703
5614,524,Atlanta,399,16,0.00027778583163782703
26193,828,Monterey-Salinas,465,16,0.00027778583163782703
5111,522,"Columbus, GA (Opelika, AL)",300,16,0.00027778583163782703
18707,659,Nashville,790,16,0.00027778583163782703
14507,613,Minneapolis-St. Paul,981,16,0.00027778583163782703
7677,534,Orlando-Daytona Bch-Melbrn,442,16,0.00027778583163782703
3430,511,"Washington, DC (Hagrstwn)",535,16,0.00027778583163782703
2085,506,Boston (Manchester),532,16,0.00027778583163782703
8193,537,Bangor,618,16,0.00027778583163782703
14792,616,Kansas City,950,16,0.00027778583163782703
11307,567,Greenvll-Spart-Ashevll-And,281,16,0.00027778583163782703
17008,635,Austin,222,16,0.00027778583163782703
11553,570,Myrtle Beach-Florence,335,16,0.00027778583163782703
5892,524,Atlanta,944,16,0.00027778583163782703
11323,567,Greenvll-Spart-Ashevll-And,297,16,0.00027778583163782703
19352,678,Wichita-Hutchinson Plus,735,16,0.00027778583163782703
20739,744,Honolulu,085,16,0.00027778583163782703
11348,567,Greenvll-Spart-Ashevll-And,336,16,0.00027778583163782703
6970,532,Albany-Schenectady-Troy,104,16,0.00027778583163782703
22786,770,Salt Lake City,780,16,0.00027778583163782703
7251,533,Hartford & New Haven,104,16,0.00027778583163782703
14660,616,Kansas City,605,16,0.00027778583163782703
